Query,APIs,APIClasses
How do I select all text in JTextArea?,javax.swing.JTable.selectAll(); ,javax.swing.JTable; 
How do I set and get the contents of JTextArea?,java.awt.Label.getText(); ,java.awt.Label; 
How do I set and get the name of a thread?,java.lang.Thread.setName(); java.io.File.getName(); ,java.lang.Thread; java.io.File; 
How do I set file last modified time?,java.nio.file.Files.setLastModifiedTime(); ,java.nio.file.Files; 
How do I set or change JTable column width?,javax.swing.table.TableColumn.setMinWidth(); javax.swing.table.TableColumn.setMaxWidth(); javax.swing.table.TableColumn.setPreferredWidth(); javax.swing.JTable.getColumnModel(); ,javax.swing.table.TableColumn; javax.swing.table.TableColumn; javax.swing.table.TableColumn; javax.swing.JTable; 
How do I set the JTable’s selection mode?,javax.swing.JTable.setSelectionMode(); ,javax.swing.JTable; 
How do I set the font and color of JTextArea?,java.awt.Graphics.setFont(); java.awt.Component.setForeground(); ,java.awt.Graphics; java.awt.Component; 
How do I set the formatter of logger handlers?,java.util.logging.Handler.setFormatter(); ,java.util.logging.Handler; 
How do I set the priority of a thread?,java.lang.Thread.setPriority(); ,java.lang.Thread; 
How do I set the query timeout  limit?,java.sql.Statement.setQueryTimeout(); ,java.sql.Statement; 
How do I set the value of file attributes?,org.xml.sax.ext.Attributes2Impl.setAttributes(); ,org.xml.sax.ext.Attributes2Impl; 
How do I sort an array of objects?,java.util.Arrays.sort(); java.net.URI.compareTo(); ,java.util.Arrays; java.net.URI; 
How do I sort an java.util.Enumeration?,java.util.Vector.elements(); java.util.Collections.sort(); ,java.util.Vector; java.util.Collections; 
How do I sort items of an ArrayList?,java.util.Collections.sort(); ,java.util.Collections; 
How do I sort strings data using CollationKey class?,java.util.Comparator.compare(); java.text.RuleBasedCollator.getCollationKey(); ,java.util.Comparator; java.text.RuleBasedCollator; 
How do I split a string using Scanner class?,java.lang.String.split(); ,java.lang.String; 
How do I split-up string using regular expression?,java.util.regex.Pattern.split(); ,java.util.regex.Pattern; 
How do I start a thread execution?,java.lang.Thread.start(); ,java.lang.Thread; 
How do I store BLOBs data into database?,java.sql.PreparedStatement.setBinaryStream(); ,java.sql.PreparedStatement; 
How do I store objects in file?,java.beans.Encoder.writeObject(); java.sql.SQLInput.readObject(); ,java.beans.Encoder; java.sql.SQLInput; 
How do I terminate a Java application?,java.lang.System.exit(); java.lang.Runtime.getRuntime(); ,java.lang.System; java.lang.Runtime; 
How do I throw exceptions in Java?,java.nio.charset.CoderResult.throwException(); ,java.nio.charset.CoderResult; 
How do I trim the capacity of an ArrayList?,java.util.ArrayList.trimToSize(); java.util.Vector.trimToSize(); ,java.util.ArrayList; java.util.Vector; 
How do I use ArrayList class?,java.util.Set.toArray(); java.util.Arrays.toString(); ,java.util.Set; java.util.Arrays; 
How do I use Console class to read user input?,java.io.Console.readLine(); java.io.Console.readPassword(); ,java.io.Console; java.io.Console; 
How do I use DatabaseMetaData to get table column names?,java.sql.Connection.getMetaData(); ,java.sql.Connection; 
How do I use Generics in Java programming?,java.util.Set.add(); java.util.Map.get(); ,java.util.Set; java.util.Map; 
How do I use LineNumberReader class to read file?,org.xml.sax.Locator.getLineNumber(); ,org.xml.sax.Locator; 
How do I use ResourceBundle for i18n?,java.util.ResourceBundle.getString(); ,java.util.ResourceBundle; 
How do I use StringTokenizer to split a string?,java.lang.String.split(); ,java.lang.String; 
How do I use TemporalField to access date time value?,java.sql.Time.getYear(); java.sql.Time.getMonth(); java.time.MonthDay.getDayOfMonth(); java.time.LocalTime.getHour(); java.time.LocalTime.getMinute(); java.time.LocalTime.getSecond(); java.util.Map.get(); ,java.sql.Time; java.sql.Time; java.time.MonthDay; java.time.LocalTime; java.time.LocalTime; java.time.LocalTime; java.util.Map; 
How do I use a FileChannel to read data into a Buffer?,java.nio.channels.FileChannel.read(); java.nio.Buffer.flip(); java.util.Map.clear(); ,java.nio.channels.FileChannel; java.nio.Buffer; java.util.Map; 
How do I use a JSlider component?,javax.swing.JSlider.setMinorTickSpacing(); javax.swing.JSlider.setMajorTickSpacing(); javax.swing.JSlider.setPaintTicks(); javax.swing.JSlider.setPaintLabels(); javax.swing.event.ChangeListener.stateChanged(); javax.swing.JSlider.addChangeListener(); ,javax.swing.JSlider; javax.swing.JSlider; javax.swing.JSlider; javax.swing.JSlider; javax.swing.event.ChangeListener; javax.swing.JSlider; 
How do I use java.time.LocalDate class?,java.time.Year.of(); java.sql.Time.getYear(); java.sql.Time.getMonth(); java.time.MonthDay.getDayOfMonth(); java.util.Map.get(); ,java.time.Year; java.sql.Time; java.sql.Time; java.time.MonthDay; java.util.Map; 
How do I use java.time.LocalDateTime class?,java.time.Year.of(); java.time.LocalDate.atTime(); java.time.LocalTime.atDate(); java.sql.Date.toLocalDate(); java.sql.Time.toLocalTime(); ,java.time.Year; java.time.LocalDate; java.time.LocalTime; java.sql.Date; java.sql.Time; 
How do I use java.time.LocalTime class?,java.time.Year.of(); java.time.LocalTime.getHour(); java.time.LocalTime.getMinute(); java.time.LocalTime.getSecond(); java.util.Map.get(); ,java.time.Year; java.time.LocalTime; java.time.LocalTime; java.time.LocalTime; java.util.Map; 
How do I use join method to wait for threads to finish?,java.lang.String.join(); ,java.lang.String; 
How do I use logger ConsoleHandler?,java.util.logging.Logger.addHandler(); ,java.util.logging.Logger; 
How do I use static import feature?,java.lang.Math.abs(); ,java.lang.Math; 
How do I use the BlockingQueue object?,java.util.Map.put(); java.lang.Thread.sleep(); java.nio.file.WatchService.take(); ,java.util.Map; java.lang.Thread; java.nio.file.WatchService; 
How do I use the DosFileAttributes class?,java.nio.file.attribute.DosFileAttributes.isArchive(); java.io.File.isHidden(); java.nio.Buffer.isReadOnly(); java.nio.file.attribute.DosFileAttributes.isSystem(); ,java.nio.file.attribute.DosFileAttributes; java.io.File; java.nio.Buffer; java.nio.file.attribute.DosFileAttributes; 
How do I use the HashMap class?,java.util.Map.get(); ,java.util.Map; 
How do I use the Stack class in Java?,java.util.Deque.push(); java.util.Deque.pop(); ,java.util.Deque; java.util.Deque; 
How do I use the java.time.DayOfWeek enum?,java.util.Map.values(); java.time.Year.of(); java.lang.String.valueOf(); java.time.LocalDate.getDayOfWeek(); java.time.Year.plus(); ,java.util.Map; java.time.Year; java.lang.String; java.time.LocalDate; java.time.Year; 
How do I use the sleep method of the Thread class?,java.lang.Thread.sleep(); ,java.lang.Thread; 
How do I use the throws keyword to declare method exceptions?,java.sql.Statement.getConnection(); javax.print.attribute.standard.MediaTray.MAIN; ,java.sql.Statement; javax.print.attribute.standard.MediaTray; 
How do I use trigonometric calculation methods?,java.lang.Math.sin(); java.lang.Math.cos(); java.lang.Math.tan(); ,java.lang.Math; java.lang.Math; java.lang.Math; 
How do I validate XML against  XSD in Java?,javax.print.attribute.standard.MediaTray.MAIN; java.awt.Component.validate(); javax.xml.validation.SchemaFactory.newInstance(); javax.xml.validation.SchemaFactory.newSchema(); javax.xml.validation.Schema.newValidator(); javax.xml.bind.Validator.validate(); ,javax.print.attribute.standard.MediaTray; java.awt.Component; javax.xml.validation.SchemaFactory; javax.xml.validation.SchemaFactory; javax.xml.validation.Schema; javax.xml.bind.Validator; 
How do I validate email address using Java Mail API?,java.awt.Component.validate(); ,java.awt.Component; 
How do I validate email address using regular expression?,java.lang.String.matches(); ,java.lang.String; 
How do I validate input when using Scanner?,java.util.Scanner.hasNextInt(); ,java.util.Scanner; 
How do I write a text file in JDK 7?,java.nio.file.Files.write(); ,java.nio.file.Files; 
How do I write data into Buffer using put method?,java.util.Map.put(); ,java.util.Map; 
How the Compiler Chooses the Most Specific Method from Several Versions of an Overloaded Method,java.lang.String.equals(); ,java.lang.String; 
How to Use the EnumSet Class,java.util.EnumSet.allOf(); java.util.EnumSet.range(); java.util.EnumSet.complementOf(); ,java.util.EnumSet; 
How to add or subtract days in current date and time values using Calendar class.,java.util.Calendar.getInstance(); ,java.util.Calendar; 
How to add or subtract weeks in current date and time values using Calendar class.,java.util.Calendar.getInstance(); ,java.util.Calendar; 
How to check if an object reference is not null?,java.util.Objects.requireNonNull(); ,java.util.Objects; 
How to check whether the given string is empty,java.lang.String.isEmpty(); ,java.lang.String; 
How to create ByteArrayInputStream from partial array of bytes,java.lang.String.getBytes(); ,java.lang.String; 
How to create a digital signature and sign data?,java.security.Signature.getInstance(); java.security.Signature.initSign(); java.nio.file.Files.readAllBytes(); java.awt.Canvas.update(); java.security.Signature.sign(); ,java.security.Signature; java.security.Signature; java.nio.file.Files; java.awt.Canvas; java.security.Signature; 
How to create an ArrayList and add elements to ArrayList,java.util.ArrayList.add(); java.util.ArrayList.get(); ,java.util.ArrayList; 
How to define JRadioButton label position?,javax.swing.JLabel.setHorizontalTextPosition(); javax.swing.JLabel.setVerticalTextPosition(); ,javax.swing.JLabel; javax.swing.JLabel; 
How to delete a particular file or directory when Java Virtual Machine terminates,java.io.File.deleteOnExit(); ,java.io.File; 
How to generate an int randomly within given range using Math,java.lang.Math.random(); ,java.lang.Math; 
How to get Enumeration over Java Vector using enumeration method of Collections class.,java.util.Collections.enumeration(); ,java.util.Collections; 
How to get a synchronized Set from HashSet using synchronizedSet method of Collections class,java.util.Collections.synchronizedSet(); ,java.util.Collections; 
How to get some information about Path object?,java.nio.file.Path.getFileName(); java.io.File.getParent(); java.nio.file.Path.getRoot(); java.nio.file.Path.getNameCount(); java.nio.file.Path.subpath(); ,java.nio.file.Path; java.io.File; java.nio.file.Path; java.nio.file.Path; java.nio.file.Path; 
How to implement queue using the DelayQueue?,javax.swing.Timer.getDelay(); java.net.URI.compareTo(); ,javax.swing.Timer; java.net.URI; 
How to read file using Files.newBufferedReader?,java.nio.file.Files.newBufferedReader(); ,java.nio.file.Files; 
How to recursively list all text files in a directory?,java.nio.file.Files.walkFileTree(); java.nio.file.FileVisitor.visitFile(); ,java.nio.file.Files; java.nio.file.FileVisitor; 
How to remove all values from StringBuffer,java.lang.String.length(); ,java.lang.String; 
How to remove leading and trailing space from string,java.lang.String.trim(); ,java.lang.String; 
How to reverse an array,java.util.Arrays.asList(); java.util.Collections.reverse(); java.util.List.toArray(); ,java.util.Arrays; java.util.Collections; java.util.List; 
How to run the garbage collector by using gc method of System class.,java.lang.System.gc(); ,java.lang.System; 
How to split a string by a number of characters?,java.util.Set.toArray(); ,java.util.Set; 
How to swap elements of Java Vector object using swap method of Collections class.,java.util.Collections.swap(); ,java.util.Collections; 
How to test for the scrollability property of a ResultSet object,java.sql.Connection.createStatement(); ,java.sql.Connection; 
How to trim StringBuffer object using substring method.,java.lang.String.toString(); java.lang.String.length(); java.lang.String.charAt(); java.lang.String.substring(); ,java.lang.String; 
How to use Java Calendar class to display current date and time.,java.util.Calendar.getInstance(); ,java.util.Calendar; 
How to use Preferences API to store program configurations?,java.util.Map.get(); java.util.Map.put(); java.util.Map.remove(); java.util.Map.clear(); ,java.util.Map; java.util.Map; java.util.Map; java.util.Map; 
How to use PushbackInputStream to read back and forth,java.lang.String.getBytes(); ,java.lang.String; 
How to use WEKA API in Java,java.awt.FileDialog.setFile(); ,java.awt.FileDialog; 
How to use isNaN() method of the Double class,java.lang.Math.sqrt(); java.lang.Double.isNaN(); ,java.lang.Math; java.lang.Double; 
How to write file using Files.newBufferedWriter?,java.nio.file.Files.newBufferedWriter(); ,java.nio.file.Files; 
ISO-8859-1 encoding and binary data preservation,java.lang.String.getBytes(); java.util.Arrays.equals(); ,java.lang.String; java.util.Arrays; 
"If running on a Mac, this method will set the system property which tells the menu bar to display at the top of the screen.",java.lang.System.setProperty(); java.lang.System.getProperty(); java.lang.String.contains(); ,java.lang.System; java.lang.String; 
If the specified querying string has a sub-querying,java.util.regex.Pattern.compile(); java.util.regex.Pattern.matcher(); java.lang.String.toUpperCase(); java.lang.Character.toUpperCase(); ,java.util.regex.Pattern; java.util.regex.Pattern; java.lang.String; java.lang.Character; 
Illustrating the function call stack,java.lang.Math.pow(); ,java.lang.Math; 
Image has Alpha Color Model,java.awt.image.PixelGrabber.grabPixels(); java.awt.image.ColorModel.hasAlpha(); ,java.awt.image.PixelGrabber; java.awt.image.ColorModel; 
Image has Alpha Component,java.awt.image.PixelGrabber.grabPixels(); java.awt.image.ColorModel.hasAlpha(); ,java.awt.image.PixelGrabber; java.awt.image.ColorModel; 
Implement Recursive Binary Search,java.util.Scanner.nextLine(); java.lang.String.split(); java.lang.Integer.parseInt(); ,java.util.Scanner; java.lang.String; java.lang.Integer; 
Implementing JavaFX with Nashorn,javax.script.ScriptEngineManager.getEngineByName(); ,javax.script.ScriptEngineManager; 
Implementing a Custom Formatter Using the Formattable Interface,java.lang.String.toUpperCase(); java.util.Formatter.format(); ,java.lang.String; java.util.Formatter; 
Implementing a Java Interface Using Top-Level Functions in Script,javax.script.ScriptEngineManager.getEngineByName(); ,javax.script.ScriptEngineManager; 
Implementing a Simple Event Notifier,java.util.Observable.addObserver(); java.util.Observable.setChanged(); java.util.Observable.notifyObservers(); ,java.util.Observable; java.util.Observable; java.util.Observable; 
"Implements a Bottom-up Mergesort, without recursion.",java.lang.String.compareTo(); java.lang.Math.min(); ,java.lang.String; java.lang.Math; 
Implements a Insertion sort,java.lang.String.compareTo(); ,java.lang.String; 
Implements a Priority Queue ordered that iterates over the smallest key.,java.lang.String.compareTo(); java.lang.String.isEmpty(); ,java.lang.String; 
Implements a Priority Queue unordered that iterates over the largest key.,java.lang.String.compareTo(); java.lang.String.isEmpty(); ,java.lang.String; 
Implements a Priority Queue unordered that iterates over the smallest key.,java.lang.String.compareTo(); java.lang.String.isEmpty(); ,java.lang.String; 
Implements a Queue (FIFO) with linked-list.,java.lang.ref.Reference.enqueue(); ,java.lang.ref.Reference; 
Implements a Selection sort,java.lang.String.compareTo(); ,java.lang.String; 
"Implements a Stack using array, with fixed size.",java.lang.String.isEmpty(); ,java.lang.String; 
Implements a priority queue using a max heap. The heap is of fixed size and represented using an array.,java.util.Arrays.sort(); ,java.util.Arrays; 
Implements a simple a binary search in a array (sorted).,java.util.Arrays.sort(); ,java.util.Arrays; 
Importing a Certificate from a File,java.security.cert.CertificateFactory.getInstance(); java.security.cert.CertificateFactory.generateCertificate(); ,java.security.cert.CertificateFactory; java.security.cert.CertificateFactory; 
In accordance with mysql function from_days,java.util.Calendar.getInstance(); java.sql.Timestamp.getTime(); java.sql.CallableStatement.getTime(); java.sql.ResultSet.getTime(); ,java.util.Calendar; java.sql.Timestamp; java.sql.CallableStatement; java.sql.ResultSet; 
"In addition to escaping certain XML characters, we need to replace a carriage return + a line feed, because when it's read back in, only the line feed is preserved.",java.lang.String.replace(); ,java.lang.String; 
In-place Gaussian smoothing of an image,java.lang.System.exit(); java.lang.Math.sqrt(); java.lang.Math.exp(); ,java.lang.System; java.lang.Math; 
Increment subnet based on how subnets are to be divided e.g.,java.lang.Math.pow(); ,java.lang.Math; 
Incrementing a Double by the Smallest Possible Amount,java.text.ChoiceFormat.previousDouble(); java.text.ChoiceFormat.nextDouble(); ,java.text.ChoiceFormat; 
Increments the calendar field of the given calendar by amount.,java.util.Calendar.getInstance(); java.util.Calendar.add(); ,java.util.Calendar; 
Indents every line of the String by 1 tab.,java.lang.String.split(); ,java.lang.String; 
Indicates if the collection contains an entry which is an instance of the given type.,java.util.Collection.stream(); java.lang.Class.isAssignableFrom(); java.lang.Object.getClass(); ,java.util.Collection; java.lang.Class; java.lang.Object; 
Indicates if the collection contains any entry which matches the given predicate.,java.util.Collection.stream(); ,java.util.Collection; 
Indicates if the collection has been wrapped by Collections.unmodifiableCollection(...),java.lang.Object.getClass(); java.util.zip.ZipEntry.getName(); java.util.zip.ZipFile.getName(); java.util.logging.Logger.getName(); java.util.logging.Level.getName(); ,java.lang.Object; java.util.zip.ZipEntry; java.util.zip.ZipFile; java.util.logging.Logger; java.util.logging.Level; 
"Indicates whether a character is classified as ""Alphabetic"" by the Unicode standard.",java.lang.Character.getType(); ,java.lang.Character; 
Indicates whether a mime-type represents an document containing html or xhtml.,java.lang.String.equals(); ,java.lang.String; 
Indicates whether a zero bit indicates a black/dark pixel for a monochrome image RenderedImage.,java.awt.image.IndexColorModel.getMapSize(); ,java.awt.image.IndexColorModel; 
Indicates whether an image is a monochrome (1 bit black and white) image.,java.awt.image.IndexColorModel.getMapSize(); ,java.awt.image.IndexColorModel; 
Init the base hints for painting.,java.awt.Graphics2D.setRenderingHint(); ,java.awt.Graphics2D; 
Initializes a JTable and a table sorter,javax.swing.table.TableColumn.setHeaderRenderer(); ,javax.swing.table.TableColumn; 
Initializes a default margin in provided directions.,javax.swing.BorderFactory.createEmptyBorder(); ,javax.swing.BorderFactory; 
Insert all elements of other Collection to Specified Index of ArrayList,java.util.ArrayList.add(); java.util.ArrayList.addAll(); java.util.ArrayList.size(); java.util.ArrayList.get(); ,java.util.ArrayList; 
Insert all elements of other Collection to Specified Index of Vector,java.util.ArrayList.add(); ,java.util.ArrayList; 
Inserting Rows into a Database Table Using a Prepared Statement and Batch Update,java.sql.Connection.createStatement(); java.sql.Connection.prepareStatement(); ,java.sql.Connection; 
Inserting a Component into a JTextPane Component,javax.swing.text.StyleConstants.setComponent(); ,javax.swing.text.StyleConstants; 
Inserting a Row into a Database Table,java.sql.Connection.createStatement(); ,java.sql.Connection; 
Inserting a Row into a Database Table Using an Updatable Result Set,java.sql.Connection.createStatement(); java.sql.ResultSet.moveToInsertRow(); java.sql.ResultSet.updateString(); java.sql.ResultSet.insertRow(); ,java.sql.Connection; java.sql.ResultSet; 
Inserting a VARRAY Value into an Oracle Table,java.sql.Connection.createStatement(); ,java.sql.Connection; 
Inserting an Image into a JTextPane Component,javax.swing.text.StyleConstants.setIcon(); ,javax.swing.text.StyleConstants; 
Inserting an OBJECT Value into an Oracle Table,java.sql.Connection.createStatement(); ,java.sql.Connection; 
Inserts one array into another array.,java.lang.Object.getClass(); java.lang.Class.getComponentType(); java.lang.reflect.Array.newInstance(); java.lang.System.arraycopy(); ,java.lang.Object; java.lang.Class; java.lang.reflect.Array; java.lang.System; 
Inserts one array into another at given offset.,java.lang.Object.getClass(); java.lang.Class.getComponentType(); java.lang.reflect.Array.newInstance(); java.lang.System.arraycopy(); ,java.lang.Object; java.lang.Class; java.lang.reflect.Array; java.lang.System; 
Install driver for selenium,java.lang.System.setProperty(); ,java.lang.System; 
Install the keystrokes for several actions on a single button JComponent.,javax.swing.Action.getValue(); javax.swing.JComponent.getInputMap(); javax.swing.ActionMap.put(); ,javax.swing.Action; javax.swing.JComponent; javax.swing.ActionMap; 
Instance field vs static field,java.lang.String.format(); ,java.lang.String; 
Integer division without exception handling.,java.util.Scanner.nextInt(); ,java.util.Scanner; 
Intelligently chops a String at a word boundary (whitespace) that occurs at the specified index in the argument or before.,java.lang.String.toCharArray(); java.lang.String.length(); java.lang.String.substring(); java.lang.String.trim(); ,java.lang.String; java.lang.String; 
Interface with a Nested Class and a Constant Field,java.nio.file.Files.walk(); ,java.nio.file.Files; 
Interface with default method,javax.swing.SpringLayout.Constraints.setX(); javax.swing.SpringLayout.Constraints.setY(); ,javax.swing.SpringLayout.Constraints; javax.swing.SpringLayout.Constraints; 
Interoperability between java.io.File and java.nio.file.Files,java.nio.file.Paths.get(); java.io.File.toPath(); java.lang.String.equals(); ,java.nio.file.Paths; java.io.File; java.lang.String; 
Interpret a long as its binary form,java.util.Arrays.toString(); ,java.util.Arrays; 
Interpret a short as its binary form,java.util.Arrays.toString(); ,java.util.Arrays; 
Interpret an int as its binary form,java.util.Arrays.toString(); ,java.util.Arrays; 
"Intersection between line, determined for two points, and a circle with radius x",java.util.Collections.emptyList(); java.lang.Math.sqrt(); java.util.Collections.singletonList(); java.util.Arrays.asList(); ,java.util.Collections; java.lang.Math; java.util.Arrays; 
"Invalidates, validates and repaint a component.",java.awt.Component.invalidate(); java.awt.Component.validate(); java.awt.Component.repaint(); ,java.awt.Component; 
Inverts a 4 x 4 matrix using Gaussian Elimination.,java.lang.Math.abs(); ,java.lang.Math; 
"Inverts a color (for each i in RGB, changes i to 255-i).",java.awt.Color.getRed(); java.awt.Color.getGreen(); java.awt.Color.getBlue(); java.awt.Color.getAlpha(); ,java.awt.Color; 
Inverts an array from left to right.,java.util.Arrays.toString(); java.lang.String.toString(); java.lang.System.getProperty(); ,java.util.Arrays; java.lang.String; java.lang.System; 
Invoke Constructor and provide parameter value using reflection,java.lang.String.format(); java.lang.Class.getDeclaredConstructor(); java.lang.reflect.AccessibleObject.setAccessible(); ,java.lang.String; java.lang.Class; java.lang.reflect.AccessibleObject; 
Invoke Constructor by parameter type using reflection,java.lang.Class.forName(); java.lang.String.equals(); ,java.lang.Class; java.lang.String; 
Invoke a method by name using reflection,java.lang.Object.getClass(); java.lang.Class.getDeclaredMethod(); ,java.lang.Object; java.lang.Class; 
Invoke a method on an invoking object with the specified arguments.,java.lang.Class.getDeclaredMethods(); java.lang.reflect.Method.getName(); java.lang.String.equals(); java.lang.reflect.Method.invoke(); java.lang.Object.getClass(); ,java.lang.Class; java.lang.reflect.Method; java.lang.String; java.lang.Object; 
Invoke constructor without providing parameter using reflection,java.lang.Class.forName(); ,java.lang.Class; 
Invoke method by parameter type using reflection,java.lang.String.format(); java.lang.Integer.parseInt(); ,java.lang.String; java.lang.Integer; 
Invoke on the JavaFx thread and wait for it to return.,java.util.concurrent.Future.get(); ,java.util.concurrent.Future; 
Invokes a getter method on a given bean,java.lang.reflect.AccessibleObject.isAccessible(); java.lang.reflect.AccessibleObject.setAccessible(); ,java.lang.reflect.AccessibleObject; java.lang.reflect.AccessibleObject; 
"Invokes a method, masking with a runtime exception all the exceptions.",java.lang.reflect.Method.invoke(); java.lang.reflect.Method.getName(); java.lang.Object.getClass(); ,java.lang.reflect.Method; java.lang.Object; 
Invokes a setter method on a given bean,java.lang.reflect.AccessibleObject.isAccessible(); java.lang.reflect.AccessibleObject.setAccessible(); ,java.lang.reflect.AccessibleObject; java.lang.reflect.AccessibleObject; 
Invokes the Cipher to perform encryption or decryption (depending on the initialized mode).,javax.crypto.Cipher.doFinal(); ,javax.crypto.Cipher; 
"Invokes the given Runnable in the AWT event dispatching thread, and waits for it to finish.",javax.swing.SwingUtilities.isEventDispatchThread(); java.lang.Runnable.run(); javax.swing.SwingUtilities.invokeAndWait(); ,javax.swing.SwingUtilities; java.lang.Runnable; 
"Invokes the given Runnable in the AWT event dispatching thread, not necessarily right away.",javax.swing.SwingUtilities.isEventDispatchThread(); java.lang.Runnable.run(); javax.swing.SwingUtilities.invokeLater(); ,javax.swing.SwingUtilities; java.lang.Runnable; 
Invoking a Function Written in Nashorn JavaScript,javax.script.ScriptEngineManager.getEngineByName(); javax.script.Invocable.invokeFunction(); ,javax.script.ScriptEngineManager; javax.script.Invocable; 
Invoking a Method on an Object Created in Nashorn JavaScript,javax.script.ScriptEngineManager.getEngineByName(); javax.script.Invocable.invokeMethod(); ,javax.script.ScriptEngineManager; javax.script.Invocable; 
Is String a Number,java.lang.String.equalsIgnoreCase(); java.lang.Long.parseLong(); ,java.lang.String; java.lang.Long; 
Is String a rotation,java.lang.String.contains(); java.lang.String.length(); ,java.lang.String; 
Is String containing unique letter,java.lang.String.length(); java.lang.String.charAt(); ,java.lang.String; 
Is age by Regex,java.lang.String.trim(); java.util.regex.Pattern.compile(); java.util.regex.Pattern.matcher(); java.util.regex.Matcher.matches(); java.util.regex.Pattern.matches(); ,java.lang.String; java.util.regex.Pattern; java.util.regex.Pattern; java.util.regex.Matcher; 
Is array Consecutive Numbers,java.lang.Math.abs(); ,java.lang.Math; 
Is class assignable to another class,java.lang.Class.isAssignableFrom(); java.lang.Class.forName(); ,java.lang.Class; 
Is one BigDecimal greater than another BigDecimal,java.math.BigInteger.compareTo(); java.math.BigDecimal.compareTo(); ,java.math.BigInteger; java.math.BigDecimal; 
Is one BigDecimal greater than or equals to another BigDecimal,java.math.BigInteger.compareTo(); java.math.BigDecimal.compareTo(); ,java.math.BigInteger; java.math.BigDecimal; 
Is one BigDecimal less than another BigDecimal,java.math.BigInteger.compareTo(); java.math.BigDecimal.compareTo(); ,java.math.BigInteger; java.math.BigDecimal; 
Is one BigDecimal less than or equals to another BigDecimal,java.math.BigInteger.compareTo(); java.math.BigDecimal.compareTo(); ,java.math.BigInteger; java.math.BigDecimal; 
Is one BigDecimal not equals to another BigDecimal,java.math.BigInteger.compareTo(); java.math.BigDecimal.compareTo(); ,java.math.BigInteger; java.math.BigDecimal; 
It takes an Array and add the specified element to the end of the it,java.lang.reflect.Array.newInstance(); ,java.lang.reflect.Array; 
It takes an Array and inserts an element to the specified index,java.lang.reflect.Array.newInstance(); ,java.lang.reflect.Array; 
It takes an Array and removes an element at the specified index,java.lang.reflect.Array.newInstance(); ,java.lang.reflect.Array; 
It takes an Array removes all of its elements that equals with element parameter,java.lang.reflect.Array.newInstance(); java.lang.String.equals(); ,java.lang.reflect.Array; java.lang.String; 
Iterate through elements ArrayList using Iterator,java.util.ArrayList.add(); java.util.ArrayList.iterator(); ,java.util.ArrayList; 
Iterate through the values of TreeMap,java.util.TreeMap.put(); java.util.TreeMap.values(); ,java.util.TreeMap; 
"Iterates over the given acceptedContentTypes, looking for one of those values: text/html application/xhtml+xml application/xml",java.lang.String.indexOf(); java.lang.String.substring(); java.lang.String.equals(); ,java.lang.String; 
Iterating Through a Map of Environment Variables,java.lang.System.getenv(); java.lang.String.toUpperCase(); ,java.lang.System; java.lang.String; 
JComponent get Minimum Height,java.awt.Component.getMinimumSize(); ,java.awt.Component; 
JList ListModel to List,java.util.List.add(); ,java.util.List; 
JMS Create Text message,javax.naming.InitialContext.lookup(); javax.xml.soap.SOAPConnectionFactory.createConnection(); java.lang.System.exit(); ,javax.naming.InitialContext; javax.xml.soap.SOAPConnectionFactory; java.lang.System; 
JMS Queue Receiver Auto Create,javax.naming.Context.lookup(); javax.xml.soap.SOAPConnectionFactory.createConnection(); ,javax.naming.Context; javax.xml.soap.SOAPConnectionFactory; 
JOptionPane confirm Ok Cancel Dialog,javax.swing.JOptionPane.showConfirmDialog(); ,javax.swing.JOptionPane; 
JOptionPane confirm Yes No Cancel Dialog,javax.swing.JOptionPane.showConfirmDialog(); ,javax.swing.JOptionPane; 
JOptionPane yes No Dialog,javax.swing.JOptionPane.showConfirmDialog(); ,javax.swing.JOptionPane; 
JSF closest Naming Container,java.lang.Class.isAssignableFrom(); java.lang.Object.getClass(); ,java.lang.Class; java.lang.Object; 
JTable scroll To Visible,javax.swing.JTable.getCellRect(); javax.swing.JViewport.getViewPosition(); ,javax.swing.JTable; javax.swing.JViewport; 
Java 2D Load an image from URL,javax.imageio.ImageIO.read(); ,javax.imageio.ImageIO; 
Java 3D slightly off matrices cause NaNs,java.lang.Math.sqrt(); ,java.lang.Math; 
Java Helloworld Applet to add Label to Applet,javax.swing.SwingUtilities.invokeAndWait(); ,javax.swing.SwingUtilities; 
"Java Parse expected format: a 3-character representation of the month, the day (one or two digits), and a 4-digit year",java.time.format.DateTimeFormatter.ofPattern(); java.time.LocalDate.parse(); ,java.time.format.DateTimeFormatter; java.time.LocalDate; 
Java Print out the elements in List using JDK 8 Streams,java.util.Arrays.asList(); java.util.Collections.shuffle(); java.lang.String.format(); ,java.util.Arrays; java.util.Collections; java.lang.String; 
Java Print out the elements in List using for-each,java.util.Arrays.asList(); java.util.Collections.shuffle(); java.lang.String.format(); ,java.util.Arrays; java.util.Collections; java.lang.String; 
Java Queue Stream in apache spark,java.util.List.add(); ,java.util.List; 
Java Shuffle a list with Collections.shuffle(),java.util.Arrays.asList(); java.util.Collections.shuffle(); ,java.util.Arrays; java.util.Collections; 
Java Sort String Array,java.util.Arrays.sort(); ,java.util.Arrays; 
Java Sort a list of String with Collections.sort() method,java.util.Arrays.asList(); java.util.Collections.sort(); ,java.util.Arrays; java.util.Collections; 
